model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,elapsed_ms,crdt_throughput,mls_rfc,three_encryption_options,recommends_option_b,pg_limit,redis_pubsub_rate,redis_streams_latency,prosemirror_richtext,backend_rampup,infra_migration_weeks
gpt-4.1-mini,openai,0.95,coord_first,0,30809,1622,32768,0.8,1.0,32683,1024,16346.310165999967,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.95,coord_first,1,30809,1622,32768,0.7,0.875,32683,1024,16501.427208999758,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.95,coord_first,2,30809,1622,32768,0.8,1.0,32683,1024,14946.124082999631,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.95,coord_first,3,30809,1622,32768,0.8,1.0,32683,1024,40625.61970900015,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.95,coord_first,4,30809,1622,32768,0.7,0.875,32683,1024,17658.22787499974,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.95,coord_first,5,30809,1622,32768,0.7,0.875,32683,1024,13800.926792000155,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.95,coord_first,6,30809,1622,32768,0.8,1.0,32683,1024,16723.24891700009,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.95,coord_first,7,30809,1622,32768,0.8,1.0,32683,1024,16191.906249999874,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.95,coord_first,8,30809,1622,32768,0.8,1.0,32683,1024,13132.555458999832,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.95,coord_first,9,30809,1622,32768,0.8,1.0,32683,1024,17629.45812499993,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.95,reason_first,0,30809,1622,32768,0.9,1.0,32682,1024,13067.144458999792,0,1,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.95,reason_first,1,30809,1622,32768,0.7,0.875,32682,1024,20934.79787499996,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.95,reason_first,2,30809,1622,32768,0.8,1.0,32682,1024,19503.264542000124,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.95,reason_first,3,30809,1622,32768,0.7,0.875,32682,1024,14960.145000000011,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.95,reason_first,4,30809,1622,32768,0.8,1.0,32682,1024,34867.80124999996,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.95,reason_first,5,30809,1622,32768,0.8,1.0,32682,1024,17080.543833999855,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.95,reason_first,6,30809,1622,32768,0.8,1.0,32682,1024,29898.921875000044,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.95,reason_first,7,30809,1622,32768,0.7,0.875,32682,1024,140231.2677499999,0,0,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.95,reason_first,8,30809,1622,32768,0.8,1.0,32682,1024,78825.31712499986,0,0,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.95,reason_first,9,30809,1622,32768,0.8,1.0,32682,1024,19968.399666000096,0,0,1,1,1,1,1,1,1,1
